date,week_num,product_family,sku,region,warehouse,demand_units
2024-12-23,104,Wireless Mouse,WM-PRO-WHT,APAC,Tokyo-JP,33
2023-01-02,1,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,58
2023-01-09,2,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,43
2023-01-16,3,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,55
2023-01-23,4,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,49
2023-01-30,5,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,49
2023-02-06,6,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,61
2023-02-13,7,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,61
2023-02-20,8,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,46
2023-02-27,9,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2023-03-06,10,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,78
2023-03-13,11,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,60
2023-03-20,12,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,72
2023-03-27,13,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2023-04-03,14,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,75
2023-04-10,15,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,68
2023-04-17,16,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,68
2023-04-24,17,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2023-05-01,18,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,91
2023-05-08,19,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,84
2023-05-15,20,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,74
2023-05-22,21,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,88
2023-05-29,22,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,51
2023-06-05,23,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,94
2023-06-12,24,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,61
2023-06-19,25,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,75
2023-06-26,26,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,68
2023-07-03,27,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,66
2023-07-10,28,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,96
2023-07-17,29,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2023-07-24,30,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,86
2023-07-31,31,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,82
2023-08-07,32,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,89
2023-08-14,33,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,84
2023-08-21,34,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,68
2023-08-28,35,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,95
2023-09-04,36,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,75
2023-09-11,37,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,63
2023-09-18,38,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,73
2023-09-25,39,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,95
2023-10-02,40,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,84
2023-10-09,41,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,68
2023-10-16,42,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,65
2023-10-23,43,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,62
2023-10-30,44,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,85
2023-11-06,45,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,63
2023-11-13,46,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,61
2023-11-20,47,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,63
2023-11-27,48,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,54
2023-12-04,49,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,48
2023-12-11,50,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,47
2023-12-18,51,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,47
2023-12-25,52,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,47
2024-01-01,53,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,53
2024-01-08,54,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,49
2024-01-15,55,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,55
2024-01-22,56,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,51
2024-01-29,57,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,54
2024-02-05,58,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,41
2024-02-12,59,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,67
2024-02-19,60,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,64
2024-02-26,61,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,74
2024-03-04,62,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,43
2024-03-11,63,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,95
2024-03-18,64,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,70
2024-03-25,65,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,87
2024-04-01,66,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,65
2024-04-08,67,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,85
2024-04-15,68,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,67
2024-04-22,69,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,73
2024-04-29,70,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,107
2024-05-06,71,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,79
2024-05-13,72,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,84
2024-05-20,73,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,94
2024-05-27,74,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,89
2024-06-03,75,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,85
2024-06-10,76,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,88
2024-06-17,77,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,120
2024-06-24,78,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,83
2024-07-01,79,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,87
2024-07-08,80,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,100
2024-07-15,81,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,101
2024-07-22,82,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,103
2024-07-29,83,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,95
2024-08-05,84,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,73
2024-08-12,85,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,111
2024-08-19,86,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,73
2024-08-26,87,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,90
2024-09-02,88,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2024-09-09,89,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,83
2024-09-16,90,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,86
2024-09-23,91,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,84
2024-09-30,92,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,83
2024-10-07,93,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,95
2024-10-14,94,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,77
2024-10-21,95,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,66
2024-10-28,96,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,76
2024-11-04,97,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,75
2024-11-11,98,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,50
2024-11-18,99,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,62
2024-11-25,100,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,60
2024-12-02,101,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,50
2024-12-09,102,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,63
2024-12-16,103,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,49
2024-12-23,104,Wireless Mouse,WM-PRO-WHT,Americas,Louisville-US,51
2023-01-02,1,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,19
2023-01-09,2,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2023-01-16,3,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,17
2023-01-23,4,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,17
2023-01-30,5,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2023-02-06,6,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2023-02-13,7,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,21
2023-02-20,8,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,18
2023-02-27,9,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,24
2023-03-06,10,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2023-03-13,11,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2023-03-20,12,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,34
2023-03-27,13,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,27
2023-04-03,14,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,43
2023-04-10,15,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,37
2023-04-17,16,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,31
2023-04-24,17,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2023-05-01,18,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,46
2023-05-08,19,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,27
2023-05-15,20,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,26
2023-05-22,21,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,39
2023-05-29,22,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,49
2023-06-05,23,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,42
2023-06-12,24,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,37
2023-06-19,25,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,37
2023-06-26,26,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,39
2023-07-03,27,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,39
2023-07-10,28,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2023-07-17,29,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2023-07-24,30,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,35
2023-07-31,31,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,32
2023-08-07,32,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,34
2023-08-14,33,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,27
2023-08-21,34,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,35
2023-08-28,35,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,30
2023-09-04,36,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,29
2023-09-11,37,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,35
2023-09-18,38,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,41
2023-09-25,39,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,38
2023-10-02,40,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,25
2023-10-09,41,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,26
2023-10-16,42,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,34
2023-10-23,43,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,24
2023-10-30,44,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,26
2023-11-06,45,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2023-11-13,46,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,21
2023-11-20,47,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,24
2023-11-27,48,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,18
2023-12-04,49,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2023-12-11,50,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2023-12-18,51,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,16
2023-12-25,52,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-01-01,53,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2024-01-08,54,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-01-15,55,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-01-22,56,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,27
2024-01-29,57,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,23
2024-02-05,58,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-02-12,59,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,26
2024-02-19,60,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2024-02-26,61,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2024-03-04,62,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,29
2024-03-11,63,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,27
2024-03-18,64,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2024-03-25,65,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,26
2024-04-01,66,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,42
2024-04-08,67,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2024-04-15,68,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,30
2024-04-22,69,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,31
2024-04-29,70,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,40
2024-05-06,71,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,33
2024-05-13,72,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,42
2024-05-20,73,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,32
2024-05-27,74,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,37
2024-06-03,75,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,31
2024-06-10,76,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,49
2024-06-17,77,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,30
2024-06-24,78,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,38
2024-07-01,79,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,40
2024-07-08,80,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,39
2024-07-15,81,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2024-07-22,82,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2024-07-29,83,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,37
2024-08-05,84,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2024-08-12,85,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,43
2024-08-19,86,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,52
2024-08-26,87,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,34
2024-09-02,88,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,30
2024-09-09,89,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,35
2024-09-16,90,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,52
2024-09-23,91,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,30
2024-09-30,92,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,43
2024-10-07,93,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,41
2024-10-14,94,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,28
2024-10-21,95,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,32
2024-10-28,96,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,36
2024-11-04,97,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,25
2024-11-11,98,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,25
2024-11-18,99,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-11-25,100,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2024-12-02,101,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,20
2024-12-09,102,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,18
2024-12-16,103,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,22
2024-12-23,104,Wireless Mouse,WM-PRO-WHT,Americas,Toronto-CA,19
2023-01-02,1,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,63
2023-01-09,2,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,49
2023-01-16,3,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,67
2023-01-23,4,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,75
2023-01-30,5,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,51
2023-02-06,6,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,76
2023-02-13,7,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,90
2023-02-20,8,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,66
2023-02-27,9,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,106
2023-03-06,10,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,91
2023-03-13,11,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,80
2023-03-20,12,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,92
2023-03-27,13,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,103
2023-04-03,14,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,99
2023-04-10,15,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,108
2023-04-17,16,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,88
2023-04-24,17,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,105
2023-05-01,18,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,84
2023-05-08,19,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,103
2023-05-15,20,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,92
2023-05-22,21,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,95
2023-05-29,22,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,128
2023-06-05,23,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,126
2023-06-12,24,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,117
2023-06-19,25,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,91
2023-06-26,26,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,103
2023-07-03,27,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,131
2023-07-10,28,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,112
2023-07-17,29,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,156
2023-07-24,30,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,118
2023-07-31,31,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,115
2023-08-07,32,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,107
2023-08-14,33,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,114
2023-08-21,34,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,109
2023-08-28,35,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,123
2023-09-04,36,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,127
2023-09-11,37,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,96
2023-09-18,38,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,87
2023-09-25,39,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,78
2023-10-02,40,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,108
2023-10-09,41,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,82
2023-10-16,42,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,67
2023-10-23,43,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,94
2023-10-30,44,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,123
2023-11-06,45,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,81
2023-11-13,46,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,87
2023-11-20,47,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,74
2023-11-27,48,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,69
2023-12-04,49,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,78
2023-12-11,50,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,63
2023-12-18,51,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,67
2023-12-25,52,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,67
2024-01-01,53,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,58
2024-01-08,54,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,76
2024-01-15,55,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,65
2024-01-22,56,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,62
2024-01-29,57,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,78
2024-02-05,58,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,66
2024-02-12,59,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,79
2024-02-19,60,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,83
2024-02-26,61,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,102
2024-03-04,62,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,97
2024-03-11,63,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,93
2024-03-18,64,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,110
2024-03-25,65,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,123
2024-04-01,66,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,112
2024-04-08,67,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,105
2024-04-15,68,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,88
2024-04-22,69,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,92
2024-04-29,70,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,104
2024-05-06,71,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,100
2024-05-13,72,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,108
2024-05-20,73,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,112
2024-05-27,74,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,121
2024-06-03,75,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,111
2024-06-10,76,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,121
2024-06-17,77,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,114
2024-06-24,78,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,85
2024-07-01,79,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,99
2024-07-08,80,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,113
2024-07-15,81,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,97
2024-07-22,82,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,128
2024-07-29,83,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,147
2024-08-05,84,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,141
2024-08-12,85,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,114
2024-08-19,86,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,147
2024-08-26,87,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,119
2024-09-02,88,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,110
2024-09-09,89,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,103
2024-09-16,90,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,106
2024-09-23,91,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,102
2024-09-30,92,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,108
2024-10-07,93,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,104
2024-10-14,94,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,97
2024-10-21,95,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,99
2024-10-28,96,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,106
2024-11-04,97,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,98
2024-11-11,98,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,64
2024-11-18,99,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,52
2024-11-25,100,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,85
2024-12-02,101,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,58
2024-12-09,102,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,67
2024-12-16,103,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,57
2024-12-23,104,Wireless Mouse,WM-LITE-GRY,EMEA,Cork-IE,51
2023-01-02,1,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,81
2023-01-09,2,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,85
2023-01-16,3,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,72
2023-01-23,4,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,55
2023-01-30,5,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,77
2023-02-06,6,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,93
2023-02-13,7,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,74
2023-02-20,8,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,99
2023-02-27,9,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,100
2023-03-06,10,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,114
2023-03-13,11,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,111
2023-03-20,12,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,98
2023-03-27,13,Wireless Mouse,WM-LITE-GRY,EMEA,Amsterdam-NL,139
